rank	node_id	tx_hash	output_id	harmonic
188	80365389	051ef595e14cba060a5930cef5e685a59c06b51f3f7de523a71c4028bb0b92f7	1338	0.04059883343231224
189	80737306	c2dd119933fc84737cfadda6d445b3166eaa1693536190ca4116b6a1c1354410	1	0.04059883343231224
190	80938845	9834e6d0a590fb14dbb2eb1f86e1bff2651bd22bd725de6b5bc253b33c3a8a84	0	0.04059883343231224
191	33592741	089dfbff40f9f0e960bf1db0175311148f1c188c096627e6ae2123bcb47c2b87	1051	0.0405946675125867
192	70422709	8daf7aab5dad083ac9bd9900482a1df0982db78749d428dbf6a4854912c804f6	1	0.04058997271657183
193	36832397	661543cd32028c4e9d0443a32e29dba5829156c309382117c2c0faf9d14dc45b	1210	0.04058802327608486
194	71536853	80e1e489e5beacbe23566a6347cf68e648d3dc6088b0c60fb0422f1fe2f71da6	1	0.04058001238559656
195	71673761	47b73fc7a0975241d24d112100d86ff752bbbba41fcce4cafedbc6756eac243c	0	0.04058001238559656
196	71839174	76756523491fa3a5e06ab28875ab3084488414d89d9ec6ca95833cc30dab3c44	2196	0.04058001238559656
197	72503237	89003eb8ef0df7020c2ab58e3f73b811f282eb44365aaf5aa0c3c0af64cda13d	0	0.04058001238559656
198	81748991	e8731aa1a9fead97a364b64dbb920188372b09e42bc49a9cbd4a38eae9380697	0	0.04057731374623088
199	81873736	f3683fda6b8a9f21215eba45eb71ff2e4c990ba3c641af602256cae6d840f33a	1004	0.04057731374623088
200	82100771	5189ca79b6f1f9114a8c1dfdd8dbed2b4dfa39c6f5d1b5ab1eeacfac09aef7e2	1948	0.04057731374623088
201	76739311	861fa5ff7c59b89301664c7f0ec5b697a802e45e2817f95530735ecd17f6a54b	0	0.04057578595201911
202	76974248	6898261e470966e8b479286c42b5da0afdc2423027467dd032012128367a53a9	1	0.04057577101168907
203	77006570	298d03454feb731310bf500dec34f14e15f4082abb088d435c2da2414fe3625a	194	0.04057577101168907
204	78891360	b1adac9c0083b9f5993739c6e18b8cba8a8e78a2ea16d040a9332c65d4cda05b	0	0.04057575961084434
205	79947387	9f1bcf7cb6e35c0709477a3558eef1151defb81d0defd1818c66cd3a7274c856	0	0.04056447635387413
206	79953265	469380547d32c54447b82eccf9e83f1c4b690b3050109357545a1e8fb5837824	517	0.04056447635387413
207	79967738	ae3565744f621c1892fd7c91a3a90ec0b458e88c03e4aa18f596f42cadbb2f3e	107	0.04056447635387413
208	79972467	af74de325c47f3ea90316b807322c73e95bfcc4ed318bbc33e3a4db6b7aac8b2	1336	0.04056447635387413
209	80155662	e41217e573ac74a44fdae32b3b76b708d9b2a8c30748cdaa99c0de9743914a31	378	0.04056447635387413
210	80206762	352f73b5169813d97a08f468dcf1750a7317926bdd63927154405767d3e2eb0c	2	0.04056447635387413
211	80270661	4d2a56367c02daeb86006663114e3ae1b2cc13714a7d0a18b31bff835250f0a9	1	0.04056447635387413
212	37114097	e7623e20d59da36162ac1949f0f70409b0960bde5fec3481775ed9139ab0af17	0	0.04055633969732821
213	78748418	af41d9682e0f44737b01a3de9661a48c0fc6b76de38288ec85d79731f9f13759	1	0.04055213874994241
214	79442204	a450d6215a6c4734c7289237701cb14a83f7d387daa945310a0623fa1c947445	601	0.04055213874994241
215	79699669	72e2d8a5710908e1930669dbde5c7641af3f10a424033e70954a321fc2a129d6	1	0.04055213874994241
216	80049123	0b57e84ba5afdfefd2e9ef01db23df644d9c44bbf3167bcc05f9b6a3033b2d56	1	0.04055213874994241
217	80050881	d610b40d97db36abe45b3499d8ab637d8ab1b5932584cc32e595b3744befb679	1	0.04055213874994241
218	80162391	8a1dc71e97cf9298892028851bb40d33d75d00b34df1c0fb18cdec6ee5b276e4	2219	0.04055213874994241
219	80277033	88a0a7670197a9665a3b9dfd7e7cfd4295f6cb85dc22d92a303f1749756a6447	0	0.04055213874994241
220	77749127	06d8af01436c7e40033b4a8968920082eee513f9cd3d40db342859e99a705293	0	0.040551281499315084
221	71561152	635be40921237b0a797cc3fa86de43e3e3a7b34d38b8c86d154aa0b0edd3632c	0	0.04055112383521931
222	72468244	edfb71d0b5ab200cf1ae45a908926f555fcae9ce361d13af979c0beccb658b38	2284	0.04055112383521931
223	72637571	5e2d080a6746c686f566b762eaf6d6ba7c4f89e54bd547d46d7d2a29217849e7	0	0.04055112383521931
224	72849160	5e9c8e6957d9a97bda909628c9067329feb16a7731932302c1dbcc5b88f726da	928	0.04055112383521931
225	72891558	9b0d0fff8283f8c3a63a4fea327456744ec7dadbced0d3272dd4a7c82949b3c4	0	0.04055112383521931
226	72936814	44f02854ee5b6534d4f4cde0894ad8a79fadac57dbcbd02c5a018abc58005229	0	0.04055112383521931
227	72995411	25f26dcceeb6158c7c310de5f9656242c9d5164e7d6f0f2e497af0cf6866188d	1	0.04055112383521931
228	34436367	574c50d6daa768ea372415b8e0bd81577606f65da1103159c8d48cbc25131f66	1	0.040547762914131674
229	34454828	bbed6d8f73c1ac9adffbc457c8f8c2a9439a9152f2d326d53fdac57716348a68	1	0.040547762914131674
230	34456403	b4427e79524195d680cd8378b6698592516ce42a2eeebf0a64f3577d3984475f	0	0.040547762914131674
