rank	node_id	address	label	out_degree
1664	136861882	35Gu2LKsTiwBH6sQX251Q9BKYjs7L7iVLX	null	14294
1665	96311822	13T4pF6d6m9N14cyXyvNXr4sxFabX8gkMY	FaucetBOX.com	14288
1666	153340106	18LZoAxf1K68zSF9KCHMAt3EAYio3vVQm1	FaucetBOX.com	14284
1667	163094767	1PwsQNbgD15619Mb8h9xC8qkuR7jGLJEaT	null	14276
1668	49179862	18bsT6FEXbfgT18Ask3gV2BTEq6k8GeUdx	SecondsTrade.com	14270
1669	145228836	1EaF8hf8gWgcACjej4LbKyw4EKCramQmiR	FaucetBOX.com	14268
1670	191955058	3Lw3SPZK71whmVLFQJdp5pX8f1vekTJ8VN	null	14265
1671	230379405	37KiF6H1MfzRpwdxZbFmCUzYHCxWmPgy67	null	14246
1672	265663750	15evK8qKSsTxmyKmyHsjJua6WjJE3oW9sp	null	14242
1673	181168308	1Dj29gDPt9Q6R7CQnQ93a5t26tDGoik3R3	FaucetBOX.com	14236
1674	185013246	37NjuMgD1zrbxixUckpdNcAaFj6R4vShBv	null	14225
1675	84794969	3QfAKeDZyGDbbqxNDkJZBETQqv614QAFR1	null	14212
1676	282986840	37EhRvB6fjZN8g55ZBYg1Svx8HW8sfhxg2	null	14212
1677	10154520	1MejoVXRvsmwyDpTpkw3VJ82NsjjT8SyEw	null	14185
1678	265431986	179oeAkCnm6d11u826kvUKSc9vqTNsMTqF	null	14173
1679	73621986	1PyMED8KzqfnDAS34dhbvfT7ESizjzmoVs	null	14166
1680	53225451	13wv8ejWAHh8kuBQ78ta8CxpBkMb9rFVpC	null	14165
1681	178028007	37M3LrBtvRiMYYvQqDwwiTMx7W5pkchRkr	null	14149
1682	64833615	1NMNgVEXzjDw8xYk44P63QDbR69nFj1b6A	null	14144
1683	101557816	19YGLtR6AMhoxhbPNqBTpWXN7n638PMC3H	FaucetBOX.com	14144
1684	108437377	13JgaDDFdiEqkVRK1tWC5KwZorF65giTnp	FaucetBOX.com	14128
1685	185285968	3KshW8VzxSsFZqjJkxuTUyKjmjmnd1FUpX	null	14124
1686	68330141	13vPLb7z2jDqZUvztS1sjCLQNo6gwamNpg	FaucetBOX.com	14113
1687	103031213	1LQXi8FfrsduvrwuSBD3REMjZDfxXjtZWu	BTCC.com	14105
1688	207101687	1F6mns4UsBBbnU9EbDkdyDvbaoca41eGcK	null	14095
1689	126170932	13bvVqNDJtMXtYnow9CvdcVkUqM9ndyKE8	FaucetBOX.com	14093
1690	222382152	1ECNHmKyKFguDCyQGed2Cs15M9E2WXXxdr	null	14063
1691	66121339	36VtZ7fwZnJPuXTTR2E8YhkTzjvjPqP6UZ	null	14057
1692	149190994	14YEbF7R1eB4UpKBbSpPFTkksmt1kEv6ZQ	FaucetBOX.com	14049
1693	3542581	1dice2pxmRZrtqBVzixvWnxsMa7wN2GCK	SatoshiDice	14035
1694	272144851	38NF9TUPP7x2jhWvp2aUjAxVMLp7e7fsmR	null	14013
1695	99390141	1PNYyXKC242SZDHk2LLjj8WkwDMzo5XhFA	FaucetBOX.com	14007
1696	13116562	1MNia5ePQrpG6YM1dLoUjadgEvsGyH5r6p	null	13997
1697	116868983	1EPP17TY4pEnZL3v82jXX3CfwA1KrJeGW8	null	13997
1698	75990901	14tjCW4wdjxbv49FwSPKtG15gymkoVUhTJ	FaucetBOX.com	13979
1699	26478914	16unMUyU3fQGifYJEeoWugYK8AyS1TPe25	null	13968
1700	136463485	1BrxeSXWWgVEJtsSQ6sHR37cfe8e319C3X	FaucetBOX.com	13947
1701	64257056	17k5tWYqgVSMGEdi7LKFYKWdBZHrvaGyjK	null	13944
1702	86227609	1LT68ZtKYFyw13KLEgwYXaPk2BrnAcdeep	FaucetBOX.com	13943
1703	229185867	33wqSDt5nMgfmtd5kWczQNoYaFaHnK2y33	null	13938
1704	114554614	19EgK9NoFMpHW5peEkRnnkBXz3Qjsgasyb	FaucetBOX.com	13924
1705	202756918	1CoWHE4gQP2RygR6QapoXE751iqyDC8upM	null	13923
1706	160974805	1AuyWeZhLGhqvuSNgmDxxABkiyBi77wojr	null	13918
1707	85998347	1CQvjGvDi2HorNtpiFQFNHWwKs3CerTwnu	null	13904
1708	168913759	1LSgEKji3ZoGdvzBgkcJMej74iBd38fySb	null	13904
1709	103063364	14Z4HoSPFLY2V9TNAJCnR7NNaCsVGcR84K	FaucetBOX.com	13892
1710	103063753	1Q1VRVSdYkA5itUuYdLdXnhqrkMgv6ZKvE	FaucetBOX.com	13891
1711	280982920	31rzhTF7ngWSahiBZK9UmoVXWrjSw9WGgd	null	13887
1712	147789129	12kfeSj7rKkLsktGYRTzNuwqfThGTXobDL	FaucetBOX.com	13882
1713	73022277	1NvKhobLdzd4Cxp7UVa9Tw9nj5iRA4XuES	null	13864
1714	118915739	177L6ruSAWetxRMETJLtWbQSYG9QZQDked	FaucetBOX.com	13862
1715	227509313	371tygAbFm3qUxUteuJUrRxZeBNqKafyDw	null	13861
1716	107964091	1PjSUYizBMhkeNSBBHebBiiNwpkkVaoXAT	null	13859
1717	57428708	1GztGYsRnzR4CjDqgtHJAU7HDa8Qqf3cq8	Genesis-Mining.com	13849
1718	202127637	1PaUTxS1NqBKB8tNDLucN7sHX9qJffR2A1	null	13847
1719	112221407	1D12giTaEK9zVePUX9d5R5boQJpGZeLet	null	13841
1720	189414605	3QJy4Bkcto2zM8XbdLzA6Rsx7AGJGBtDdm	null	13837
1721	99487653	1Aw1JopuaLoUpfFqRB8YtT1siLTq3UQ6oT	FaucetBOX.com	13827
1722	105677636	3Bo3GukwhnWTNwqeqzQqTMTWYwxJUoDShD	null	13811
1723	127510672	1GzG6Kw1SB5p6UHZt1VuCjbFEpESx2fHyw	FaucetBOX.com	13808
1724	134781237	1PeKz1j9RnBJAMwXGhkHFTCon2W22j6qw5	null	13806
1725	34911043	1GztT4H71jvHFPMJ1xkz55FGQkWpwUsGYe	Genesis-Mining.com	13782
1726	251740106	3D6fzge2ZdYxS6gFFYS5UbsKzEqA9XWAZs	null	13773
1727	78456707	12aeNyURFgUTfvyHKcZrDhGd6sYbwuasQs	FaucetBOX.com	13770
1728	97738201	16NtStZzTyKHmQcGGECRiv1YHHvhwsRxPr	FaucetBOX.com	13745
1729	149245748	1E48e1Es8GkYACaAb3hxQ43cKB9BdMXNis	FaucetBOX.com	13744
1730	154324465	1GaLFEL9df1K5Zk77oGmPD8i3nKVbRDFHK	FaucetBOX.com	13736
1731	218218932	32scNoT9cbFdCfKgUHi3WG6aB4nmc1RpFx	null	13716
1732	119604280	3QFpMuqyGkcqPzDp8kM8N3nxFjsmKeC51S	null	13706
1733	230571549	3GC5xWtDKxEf1x5NYkAW7cFs6fhvKY1dyk	null	13706
1734	70555928	19defyQp2YdyhrvRBXrJyJWzRW6aQqxEMd	null	13702
1735	75311857	35ecgLzfhY2iVphu9EJndHFrVuujjZFRnX	null	13692
1736	72260483	1KZPg3WpqBvo5iijVTHUz8H9hkoVDowfE3	FaucetBOX.com	13655
1737	142665067	15jckweo7Mu9LRs3zTspJtcZWdU7KqFZHc	FaucetBOX.com	13653
1738	87157092	1J74fgi7a9bENV2vSBXyATvA9ER5gwr7zJ	FaucetBOX.com	13649
1739	160908359	32N7GjfizLrAAa7Mx7rAjc3u6hknevoncK	null	13646
1740	275786806	37ubSTuqqwFSsDHqt713vHLxxAWXknAdKN	null	13640
1741	66026046	332jHVMvjiuFj21DxjNYDFYS1QAM1YnTX9	null	13637
1742	138508982	1FqH5H79gqMfQqSj5eT3JaBBaQjih2Tdx1	FaucetBOX.com	13635
1743	201473665	139W7NoChvHXeaNhx3W6yZh9emydKEzmJG	null	13624
1744	177382886	3KoWYcUniXr9pSS1CHBgRmHXA95g1coHvP	null	13619
1745	50156201	13PF6P767vgmt2LoSahv72TEu6vdRnMEuP	null	13610
1746	133605826	3NvCpjwdVNs65UKbaDHicL1UXbBYiueut2	null	13606
1747	75917621	1MbZVHxvi7Kcq3NFmeDwxyF3sAyF8QFqBj	null	13603
1748	253362212	375ZMJAvFf9YaTkc7XLmCFvWJ2wHwnTNS4	null	13574
1749	142728519	1GrnkWSpcTyNzzpiHDjApZr431gPZUK27r	FaucetBOX.com	13563
1750	92215980	3KMnhfdtjQURK4oHhmzjoKQGt9SY9c3kCe	null	13561
1751	208142096	12kyWdfY75XTVb4zMmV9hHQKP9dDBjpQFc	null	13555
1752	128078417	12xig7QjSh9FcPqH5QwVwikkWHZAbyLDSS	FaucetBOX.com	13550
1753	172628666	3Ea7XTBT6PAm3rS8qQW7kBsjEzfzrPAvuq	null	13548
1754	73611728	1MqURBKZSu89ecTjgZ2cpN7pdGUMWz9iJT	null	13537
1755	114174586	158KfKrqTtbeMijjZn2xmKSx6FscjcpKmq	FaucetBOX.com	13535
1756	213278715	1AGGggM5ZBKNMSt9DMFfpEbyZ3UuyYd4uT	null	13535
1757	75092796	3JMRkGyGU4ipbxQNWMSYFSkrcQN3zjrBaD	Bitstamp.net	13518
1758	207896256	1ANWBHYR9UNP27AkFXLR62CELvKjZwnxzh	null	13515
1759	74077328	13gAwxgkPdQYht79jaUWrNZFSh9L5k4xfR	FaucetBOX.com	13499
1760	119894576	15oKKQ5sy17acMTMPmkqDxyaUBx77k1UT7	FaucetBOX.com	13489
1761	210745232	32TtrZrdykPGAHW7KiYzxQPEgshmwjkMj7	null	13487
1762	12089451	1Hb1FsBAhdoLuLh6rgeyTjyRTV9kwyZD5B	null	13485
1763	176501320	16wCgvXJEkqPt5LxvKkLcwhM3qy8v1D9iF	FaucetBOX.com	13480
1764	207479326	13macXzKYi2FKrBosPZ5DzHdBLTeSpzTx7	null	13471
1765	27666041	1L8APk4iucFrTj2viK5aE5t7uVbJXP5R2i	null	13465
1766	221934036	32RQLBAMSndugVSjA9kyeV4AjzfXXJQ2gp	Bitstamp.net	13464
1767	75564567	14XcENGTR3VaqCRredNt1Rk87WQpdV9xd1	FaucetBOX.com	13439
1768	178862973	136kun3cd7Wuzz7zx1ie25e5UnR14nq6z7	FaucetBOX.com	13437
1769	71751182	1JQqXUFMmoekvkLesE43tFyA8Cy1SHQbwa	FaucetBOX.com	13436
1770	177384629	1APFV4BRNBShKa1hxosz377V3pqYWTDNPs	null	13410
1771	101664360	1KGjuqoXh3Cc7NmNDw7p8E95UoXSnmbZkY	FaucetBOX.com	13408
1772	144036120	3DoRP1FZQKmHardrxqpubSvvsHAPVPxJVy	null	13404
1773	77023723	1G4Y5ZrUq3A6RSjrUMeHzgJuAmfHVF6dxv	BX.in.th	13403
1774	75561590	14SPMLcx8A6NfoxMjPq6u2ra94KghCp19p	FaucetBOX.com	13376
1775	96683302	1DoJZfdNJ6vPTKnGeMaoeasNThpptNP1L1	null	13374
1776	106363292	1Ni5kK8vwGrf9aE92GjtJKiwSjQYvh7pUd	FaucetBOX.com	13360
1777	132952885	1GRuAmTrNB3T56QmMLP2nwm8NrdycyQNj	FaucetBOX.com	13359
1778	71737227	1yvqYcDG5ms8anwR4pYDzxytPjCiBb3Zk	FaucetBOX.com	13339
1779	100465359	158dCbAeAHFetZa5Hug2f1L17ALPfryfsK	FaucetBOX.com	13318
1780	138061991	3NGEaUcni4jrk8v2JNLpEFUxrtQ1ogh8fT	null	13311
1781	3526418	1dice2WmRTLf1dEk4HH3Xs8LDuXzaHEQU	SatoshiDice	13306
1782	218058179	1E3qMUf2LBeCLRSZWnFMeZj98QpW9rucoT	null	13305
1783	138429215	38xK8uX4tHuZtYjmP2NW7YVCfvFdiDgdwR	null	13298
1784	12558117	1CRZRBwfuwUaVSPJtd6DBuezbm7XPBHLa1	null	13283
1785	61862080	1PijkyDvFK5UXkkaFt3qNPUjsex2PKdBF5	FaucetBOX.com	13281
1786	123804198	1D2XLZHjDMtYcYujMpNpKGJsWRY1AoVucq	FaucetBOX.com	13269
1787	179055066	3Fprmbk3GhRyBrhbnmc7k6F2SBf7S12cso	null	13268
1788	37351108	19xf1ZqSKuQfCuyUgSAE71uaj6gaZm58mN	null	13267
1789	191646919	3E55cjfkAJLYviKy9Zaq8EPDuiD6AhxmYb	null	13264
1790	60643821	1CboNovyXrnPekptsJ9c6dbq6TqKNsXNm	FaucetBOX.com	13261
1791	28752826	129nbUUAKwBLbjJydMjKd999cx9g9EqW8M	null	13258
1792	109125027	1G62SU2JDRSMcudSbRxWckfQQyS7cHwCKN	null	13257
1793	134028340	13WL6xd1Cesqpq13krjaYk8EhT7uA7wK8o	null	13257
1794	47081989	1LTVhRSXxzZiyCyjA6fJ5VEPyBEB5eHJUn	null	13256
1795	181822863	3HYGBMjzUcBD7gcDUuyruXHxnDqvdUgS6e	null	13250
1796	66479044	1PAmx161jM9yds8ddviM9oCkQhaBeBDsMN	FaucetBOX.com	13245
1797	138682553	1JSguWGHqsJ1JdWxLmBZ3Fr8nqdsFEpGxT	FaucetBOX.com	13240
1798	182035700	1Ccb4vrC5atJHHdj3hHhYwJmYxtVZLZXWc	null	13239
1799	231465438	3PtqnrD8pKoD31HcgFPzTsJ6sBXfVYmiBb	null	13208
1800	62258183	1AVcWkJzfCUKorNA5SjY1KJcSCEaCtyMsQ	null	13201
1801	27124655	1CZn8RYfzcEXc2STmkCPJVf7aqP4TfbGNu	null	13183
1802	68119312	12SLNaEHcCiishrSzbyuNbmuAhJqBLBFms	null	13182
1803	201140937	1q6TXoTUVYwdJtwKetHr3hBtR4EaCTmkd	null	13180
1804	101034111	1Ciq23CFuU73TyPVSnd4GEnMaA9cBKVb13	FaucetBOX.com	13179
1805	83076962	1L5GyBVHx3Cz1ji6NYF9ZCdaGixKTbzSjQ	null	13176
1806	64101468	1HgcjDJEwe6KBTnEoXURL6UNscdpw9Vehm	null	13169
1807	69672523	17qbLmZRvz5j9zMVffKfcbgNoR4eXyuigm	null	13165
1808	35220501	17ALqzZFPbSqXz9aQhzgK6ts9htZfV8Mwu	null	13164
1809	138316505	16fNknYcL7M7HcvMZLTuKcad4zUJLpxRTa	FaucetBOX.com	13162
1810	95291989	1HHTzj2WHYXZNjxo8GaFH6Xk7S2Gf4pM8p	FaucetBOX.com	13159
1811	74732972	13dcFr8BPJtvsxPHFaq96UMUYiS7cytXkZ	FaucetBOX.com	13156
1812	72585608	3JUTGJCct9sZQQvz3fSHRPsuAiktqHuTCG	null	13148
1813	158730123	1NaFfsVQdLSQH2gAGzNzDJmuMqvqtDZ4qr	FaucetBOX.com	13146
1814	145055963	1Fr16acWbH424hbU9gJzCXFFf3fDn2HbHt	FaucetBOX.com	13121
1815	48789381	16JLbXYe5xmxGNX8hiqooyTUJnhitNNqTh	null	13107
1816	219690132	18LLo5WurwJaCKM81mDhy4zwHUM9ojUzVF	null	13077
1817	66049903	3QoVobHxuoqC1dbTSESyLwYkhzeTqeKU2j	null	13076
1818	211492238	3FK6qDYWU7z2gDKL6X92Ux2xzoHJV6P7Mb	null	13060
1819	79754992	1Lw1Y7yuvHPwUfmCfUS8dsrCmCfnKzxqLk	FaucetBOX.com	13054
1820	65647997	15cyCvL97Fqqap3pHVYrF36uWSZmnyGg2o	FaucetBOX.com	13053
1821	90463859	3NLyzZRyEMmwsASjT88NnYHotkCxkjw4oT	null	13052
1822	98441125	19govWMzsRXqLUsUrHQKQ3DzekRxhsqwWH	null	13050
1823	200725524	1V1qEh4mjHVoUtexyaqd1dek9auFYbqQh	null	13049
1824	66399039	349YH3d9QaMGvw2AzaSH2Dw22quS4UEPWK	null	13039
1825	157463415	1GMTdCejBaoMMHLg4sgsBay96PVuLGCwur	FaucetBOX.com	13032
1826	90149170	193x3W12Ttr93Rc2s4nddUnPJGHeok1Bpi	Genesis-Mining.com	13030
1827	65010018	1D97kYFjTapbBkzza2sx3xyx1R8hadC8G9	FaucetBOX.com	13026
1828	120839891	1C4m3sXuZfWACdxHGXA7GAAiUhSnBbvFav	FaucetBOX.com	13022
1829	164577645	1DdcNFKgQ9m3HNTufEhQoT6fA3v2XwJDn1	FaucetBOX.com	13022
1830	80463696	31wpB9weXg1u3yjLqbk4XHVkwQPKBkHxjZ	MoonBit.co.in	13021
1831	191526951	3JCb3wJTLPFzY7bftTgHMqNjfXLSY9hUGH	null	13002
1832	254208369	37ZUmhj9ksvGaYKaACoaALsWpG1f2nM1Tw	null	13001
1833	192794764	3BJf2A1F2TbSvDW3oBPPmn93smSaaikgRG	null	13000
1834	139086741	1MmFKY7VCfx7eaMcJ4B9KoT1pj2xH2hcym	null	12996
1835	105803726	1BDQMTer365cuYERXj43EjSJRA6HQ2Wp6g	FaucetBOX.com	12993
1836	107273987	1REN6BHfMoc758VQ3oNddnY5sT2a6zTxu	FaucetBOX.com	12993
1837	80905172	1B3ZQ2hPVnSf63LsXFmFHkG4pHr8TuSYWM	FaucetBOX.com	12989
1838	158113094	18LMJbjXqJFnCExA4icdaksRktuNvTFJZY	FaucetBOX.com	12987
1839	208545665	13SNG8Kxjd4VX2dtPRa1ovgJNuPoMmB7YG	null	12971
1840	54541257	1Lw8GF7NoGUQd9WSXFGG7Nh1SWoTbPFnQ9	FaucetBOX.com	12967
1841	196670379	37WxMeR24GBJXDWqHRdataer8HwAqpb1be	null	12954
1842	69829289	1KUFkFeM1eGV5kMf8Dge9Uc2vd4sb4rqE1	null	12952
1843	95780156	15jPnifqKoXFWKCaySyyXCW6nFFfu66PcD	null	12948
1844	76611881	3HBKM8CSG4XWDjqjTHx59ePqqadeAKvDSP	null	12944
1845	128756274	1KCzhLaiZP8V5YMXZyuDg9Vvku12jqGned	null	12930
1846	7997025	1BTC24yVKQdQNAa4vX71xLUC5A8Za7Rr71	ePay.info	12929
1847	48593015	1MJagvQ44KsbaAEFvcRctSMbVgdpRrzhyw	null	12920
1848	169771781	34ukCN4mdT4eHDXkCLL7sQXq6Tr3AadCmG	null	12919
1849	133412064	1NbbhBtb8bNpNqksZcZshySuwhyiszsTQn	FaucetBOX.com	12918
1850	51012585	12AbXi6k7mc6rW24GA3PweGrHpQxfYSQjP	null	12894
1851	144044747	1GbdpZzH5XDowoaC6rcLfTJVps3x5oCuWt	FaucetBOX.com	12891
1852	219032728	1Q6msFjFcHTyuyESLbaf5rzvzCfVDYfdNn	null	12888
1853	73387271	1AXLn9WUEZCqJLisoPRWM4376zFgktmFdB	null	12879
1854	90744655	1EEbfhR1cg3dFvesk4pmMBxQwaEkvmgd5m	Genesis-Mining.com	12878
1855	54926737	1Bdcd5GCxgBzKUF7Jz3vstBin1tVgtvMpT	FaucetBOX.com	12872
1856	117626115	1MW8c6PTXHJeVJv4irEjCY1grPSpZ88wiG	null	12869
1857	70533419	3EVipiGvwTTiByCYhzvDFZxXKibbxqtYC7	null	12865
1858	84372273	14jF1k7cmC6wwmA6d1jE9JMC8wNMvDWvb2	Bittrex.com	12865
1859	109655589	143tCt7uHNHqwkEHPGMbZVnxSmem8ezZvd	FaucetBOX.com	12862
1860	82043938	1KPNu7umWEE5RE5KamWLjz5ww9jbR3aRud	FaucetBOX.com	12860
1861	94411889	1MazFNpXJUgzqjjQYj6f2HN13ZbnUQeUeN	FaucetBOX.com	12859
1862	172988608	3HAFNvzpevJugRbirigSYFPV5i9gB2afir	null	12853
1863	32689710	1HnCWn6K5HCapKPTn2CxCSgKwpsm6tNMNn	null	12851
1864	114229596	1vPmudMHv8ioaFc8EdiivtDX2JUc2jmrk	null	12848
1865	66368656	3MDKx5x98vZfZS8Gn23EqSC5gHr24GiVvW	null	12837
1866	219399778	3Ac4hHDhdUHhircYu58rdyCo85Q94YYBXw	null	12831
1867	87735870	13QndDNsyopMUD4AyBa1wTSyGaEps261NN	FaucetBOX.com	12829
1868	12425321	1DEyrG9XYNqrxdDgzc4kyCuMFFugFpM5Nv	null	12798
1869	163691101	1NpL3fwG196fhEAhEeiYBoUc3mpDN2JbZb	FaucetBOX.com	12793
1870	113470374	3QSSctcv488DQayjoDb533P62QaQXKXcrM	null	12789
1871	271892169	1Jt15oj5h5x1GmLRmECg1JJ6X2pfkKhCxx	null	12781
1872	86018116	16oeKNf8ipBaNE7dx7KLvr3g4jJgYNL1Qz	null	12773
1873	48109291	1LaEZpke8tv18YrsrVbg1ZDxkwAogM7AdU	null	12763
1874	173451364	1Fu2ZKpjHC6Xoc9KCg8HXjJQ3Z9suHgzAB	FaucetBOX.com	12758
1875	125628476	3EFvkoVyhwufdpUREZTvZ2uyoXpA4wm7ky	null	12741
1876	73891360	1PYuHHRB8QQowTPiQ9tUN2A67VKJ96Z7RU	FaucetBOX.com	12736
1877	116748835	13QRdYB5HTftJ9nmVfDrSZBCQHVyPSK8uN	FaucetBOX.com	12732
1878	67327377	1MvrAcM92kKwmyfgVQarwMg8adAAa8U2BL	FaucetBOX.com	12718
1879	54504516	1Ar3fZNcFpMYKSDW2ayGEKmw1HxEaRAEYn	FaucetBOX.com	12717
1880	103198824	19pWYhBAdENw2Vwr7DXdwQYhcQ8aGFUnmx	Genesis-Mining.com	12713
1881	98167768	196xcV3kwUEFsEu84uDhEfoA4Jxtu6HShq	null	12704
1882	135451782	3C1ByY9Lc4tadceqFkZgtkARfYU9NbnGiq	null	12699
1883	115969626	1NYcmyWiava9fdFjt3WqZUMPvemDypMac	FaucetBOX.com	12691
1884	84263916	1D3RRc984BvLPqpWfN66wA8FY77UVxQFWX	FaucetBOX.com	12688
1885	96264008	195g1ogZuXUaCedPEEBZRkLgz31uVC3Jhm	FaucetBOX.com	12680
1886	253431272	3KoW4Zetea3Lsi8AohvY4eL1h6Tuf8sNcN	null	12676
1887	160060957	3AY5REhwFh5FTVi4YAYxz9wNhWx5Y8EdyC	null	12667
1888	69641584	1B9qmcTxS89JAtWbuBbv9j6tnwrNoit4n5	FaucetBOX.com	12661
1889	174869436	39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K	null	12660
1890	123604941	1btpgVm5ScjjbREWP1J8FrdMvGoC91uWc	FaucetBOX.com	12641
1891	115431233	39XFMhmVFT7BVf9Cm8hhmU9NWbKQAjgypH	null	12638
1892	77465694	1Mfiz3VodyG2KquASY6FvN3WYcfj865sBt	FaucetBOX.com	12600
1893	96543763	33AAmfFerK8KE7tkLCSQ75AkucFR93yY7X	null	12599
1894	81259965	1EdmGTJhapnBmk3Q6wMEdeppyZqZNmEJVh	FaucetBOX.com	12595
1895	141118609	1GBdrKu11ntFAHMrYJ37jReMSdD6PXqaTv	FaucetBOX.com	12595
1896	70452382	1BKogmvvTcxAjy4FhFp5jabRFPsrbYsNHA	FaucetBOX.com	12594
1897	102479683	1LgPauEhHhUC3JJpV3q9WDFjEMXGyMx3ak	FaucetBOX.com	12579
1898	3172813	14fMLxgeCmUPzCGEhTK2vwA7hscuiTuxcA	null	12577
1899	210407596	1MM9o3Cwk8b2Hs4dfS5n1icz1otN9HaHQR	null	12573
1900	83601561	15xMphHAqeQ4yeS7L5tY8uWq4dGsHUgB1p	FaucetBOX.com	12569
1901	89280516	14LVbNx3rnWmMHVdKVj3S5BfAz3vZrM2Vo	FaucetBOX.com	12569
1902	72449973	1MwYLLTZXWaBL2WLSPk6jXX2gAXxXsoVSz	null	12563
1903	138201791	16Gfp16ToV8LV3LqsRv6Nxx1fHS1aRsRAR	null	12559
1904	92028292	1Gt9JgZGWYHB4ndKF922yhatCM4n2xmtWH	FaucetBOX.com	12555
1905	203799506	17Vgng3HFPq2kKwpg7kyW5sVhrcFvMyGpH	null	12542
1906	129846685	3ATUExT52MPMURivLup3EeYuFMHCi6ff47	null	12540
1907	67497298	3NT7g7g1MKBwZBvSNEcCFmNDY7bKQwhNtV	null	12538
1908	101794263	1GQmweAj7Lqwzs4eD8u6DjGA8da2kaG93S	null	12528
1909	96843419	1KGXThsYZQFf3idXsffxuUCWwkqP3ne6GD	FaucetBOX.com	12525
1910	98835490	1J68UiNbRVrvX7aGG3hwfUoLMCsnxxDxXC	FaucetBOX.com	12524
1911	146919128	1Kd8hVj8vWnH3kgfDT9hdSEaH5PSA9sM66	CoinPayments.net	12508
1912	12425101	1KUVuPQ6NAT2LzH8NEq35Rpyz79QWqks6B	null	12504
1913	45791745	1JQLy6Htx28HAEn3DD5QdkWRPFaYmjhY5n	null	12503
1914	178367261	3EHxEBkFyF9vrGPPMKptjWFwe2MonVLLsv	null	12502
1915	131659761	14TnkUQmry7ataaGHJqqLziCHTKJMPLadw	FaucetBOX.com	12490
1916	89160967	1PJibvSaNpHq2TZh5moUCgKytj6GFugCap	Genesis-Mining.com	12480
1917	133391517	3QR939ZWSjfKiDcHohs3JDBEnwA949HMc1	null	12478
1918	118350575	373VLhGdPQWpXUKDtWVVcngJmw2RQaCVKw	null	12477
1919	235199264	1qjhD6U1tPf3ox1WafG72o6UpS4868t8H	null	12468
1920	213027069	1ChWY2AMuC1noidKZPyUzTTtRpboLqWme3	null	12460
1921	68448418	1A2fTw24s4A2A9jQoN3sgm43NzXkvy6HP3	FaucetBOX.com	12451
1922	83675430	1A9Zs3foxBgXSqqQg4StjgtFDHYQrSprQc	FaucetBOX.com	12447
1923	12425375	1gPTdJMRbbeWcQyw5qBFZHQERNfSZX1Hs	null	12441
1924	71656578	16KMuJV88MaRX3xUufmnrhtakFYo6gjoLA	null	12423
1925	155208588	3K8WJT2bpwL4SpuBRKWpvfZzHgF5arTXU5	null	12417
1926	35353860	17vSJtgofL4pY4SZDxjGuJBuwXSerTSYdM	null	12410
1927	193784999	37xoRLyuoDZfuajJaejqwJ9q7toLmEjkop	null	12409
1928	77538445	12sLrZGzr1zMKbtCRiH4sQJW1yDiDKjeuf	null	12403
1929	61280879	15NMt35wDgqoiZikEJDCFDySjsaz7X9ynp	SecondsTrade.com	12399
1930	70248391	3Fp5ejYY8FsJ6Y3kb377VRjJunTeUVYsuq	null	12397
1931	64220063	1JYBJEe9jb77EnMDRC9BbN7WcGU5S6Mrdb	FaucetBOX.com	12389
1932	103916910	1L671pxzdY9dzEayZ9yEfUVWAoGsq99PoC	null	12382
1933	136421829	1GE3RYpFYtntCu2tCtgykhc3xV6WqukAUK	null	12382
1934	168942401	3441KSrGk9uaREVTH82nNPq3XRm4j4ivaH	null	12381
1935	65160180	19pJK1QigyQRGpRVzwkc1xMnLWbC6RN27Y	null	12374
1936	70461661	15riejNSoLjQkiYVQ9EW3rpguorZEYpLht	null	12373
1937	249040775	3Qg54fLEptcVQoNwvhk6vRyGgVNr7V8zvA	null	12368
1938	99330803	33X4s7fDA7fcTYtdtFE7BA8utgrMMJ9H7A	null	12364
1939	101424830	1D2WZvNGZR4T11TDatSunW5SjHYYzF2Ycz	FaucetBOX.com	12363
1940	214998824	38GKaU5uRBv8kSPvYqLQy2ikUv1bEyDF78	null	12359
1941	142074772	1BDzEQKGktm8yd9LMWyTY9Z9USuzeCmYYM	FaucetBOX.com	12353
1942	148414223	19uYt1mJUPtbyi9sSgzk4a4rQ5GQaxpeiw	FaucetBOX.com	12353
1943	58544315	17vZq64uvQvDuGTrtzk4EXwUNSR3zSkWX2	null	12350
1944	100221867	147mAxiAUYNUH1yUAUFMZBbNWRBLouriZr	FaucetBOX.com	12347
1945	47734970	1CgCMLupoVAnxFJwHTYTKrrRD3uoi3r1ag	ePay.info	12343
1946	102124418	1M5L6mPQQQNijw3pDJEoJh9tJCLcTg2Xx4	null	12335
1947	59550218	13g3uDZrx94NdsX64XvvPqZjBmdWsgr1Tw	FaucetBOX.com	12320
1948	136345720	15FXVXKDEbcCqXXqW2tGFjpeqkujmBRMz3	null	12313
1949	26301417	1btcxse3wD4DU9Xq4mVhRj1tLY7MnyTiX	null	12303
1950	202173673	1ETKDyudqno5HLMCE4ngxARjmKPhe7fn41	null	12289
1951	110127969	1C5x9VogFfdvDGdBqVNS7iph6ujtopx8JF	FaucetBOX.com	12288
1952	86750938	19h7z9wdoPZCiv4deJG2mfcKhrC3id3Nvd	null	12256
