rank	node_id	label	out_degree
4878	70962791	null	1105
4879	71926638	null	1105
4880	77312663	null	1105
4881	97632991	null	1105
4882	39794075	null	1104
4883	66328226	null	1104
4884	67828727	null	1104
4885	105230439	null	1104
4886	116401336	null	1104
4887	120135020	null	1104
4888	6808265	null	1103
4889	20038659	null	1103
4890	22404755	null	1103
4891	29478280	null	1103
4892	71546749	null	1103
4893	83602059	null	1103
4894	86321940	null	1103
4895	8205294	null	1102
4896	29602045	null	1102
4897	66262436	null	1102
4898	66474765	null	1102
4899	69003679	null	1102
4900	75680694	null	1102
4901	77019270	null	1102
4902	81618716	null	1102
4903	81936813	null	1102
4904	98925649	null	1102
4905	115343590	null	1102
4906	20378318	null	1101
4907	28368176	null	1101
4908	68303339	null	1101
4909	91285075	null	1101
4910	133553338	null	1101
4911	32625399	null	1100
4912	67500634	null	1100
4913	73597731	null	1100
4914	76999107	null	1100
4915	77148481	null	1100
4916	15728559	null	1099
4917	29943877	null	1099
4918	41231779	null	1099
4919	71015320	null	1099
4920	93956419	null	1099
4921	131129616	null	1099
4922	13684921	null	1098
4923	49469381	null	1098
4924	82244152	null	1098
4925	88108934	null	1098
4926	98535183	null	1098
4927	130973246	null	1098
4928	131663598	null	1098
4929	8630334	null	1097
4930	18019335	null	1097
4931	27210385	null	1097
4932	30765541	null	1097
4933	32286247	null	1097
4934	59595497	null	1097
4935	69536029	null	1097
4936	69700679	null	1097
4937	79046846	null	1097
4938	122652874	null	1097
4939	592533	null	1096
4940	13675659	null	1096
4941	14456664	null	1096
4942	22799729	null	1096
4943	75815256	null	1096
4944	75944886	null	1096
4945	76193872	null	1096
4946	81266191	null	1096
4947	83864503	null	1096
4948	14087162	null	1095
4949	76336244	null	1095
4950	76666858	null	1095
4951	92778483	null	1095
4952	115417546	null	1095
4953	9079697	null	1094
4954	16579517	null	1094
4955	28740180	null	1094
4956	31646021	null	1094
4957	55481797	null	1094
4958	85461773	null	1094
4959	95747832	null	1094
4960	5786745	null	1093
4961	12590917	null	1093
4962	19157979	null	1093
4963	32343108	null	1093
4964	69700496	null	1093
4965	95994057	null	1093
4966	96936364	null	1093
4967	127383247	null	1093
4968	137711380	null	1093
4969	18702143	null	1092
4970	73315629	null	1092
4971	33165704	null	1091
4972	55057666	null	1091
4973	58413783	null	1091
4974	71626300	null	1091
4975	81015287	null	1091
4976	16897717	null	1090
4977	40610652	null	1090
4978	53332880	null	1090
4979	68039739	null	1090
4980	71965265	null	1090
4981	72364610	null	1090
4982	66325133	null	1089
4983	67888898	null	1089
4984	68441384	null	1089
4985	72056268	null	1089
4986	83256333	null	1089
4987	4183873	null	1088
4988	29693182	null	1088
4989	35660522	null	1088
4990	69410811	null	1087
4991	69751061	null	1087
4992	73201456	null	1087
4993	83587886	null	1087
4994	115071070	null	1087
4995	137423665	null	1087
4996	67641706	null	1086
4997	71325273	null	1086
4998	72936006	null	1086
4999	105662032	null	1086
5000	22658365	null	1085
5001	67270588	null	1085
5002	72122973	null	1085
5003	91592072	null	1085
5004	96514055	null	1085
5005	97494928	null	1085
5006	14371969	null	1084
5007	24622657	null	1084
5008	72774402	null	1084
5009	78869705	null	1084
5010	94578430	null	1084
5011	117867532	null	1084
5012	108240	Eligius.st	1083
5013	15850726	null	1083
5014	51936008	null	1083
5015	68793445	null	1083
5016	69240255	null	1083
5017	73068671	null	1083
5018	73090990	null	1083
5019	95320548	null	1083
5020	136267723	null	1083
5021	24634133	null	1082
5022	42975097	null	1082
5023	72487028	null	1082
5024	72604769	null	1082
5025	102030804	null	1082
5026	130490699	null	1082
5027	69361401	null	1081
5028	72381398	null	1081
5029	76238397	null	1081
5030	96134590	null	1081
5031	30171232	null	1080
5032	44484224	null	1080
5033	68124984	null	1080
5034	112349582	null	1080
5035	22518491	null	1079
5036	28177963	null	1079
5037	29272050	null	1079
5038	77134353	null	1079
5039	93495140	null	1079
5040	96038985	null	1079
5041	6783166	null	1078
5042	72382088	null	1078
5043	73166042	null	1078
5044	92211440	null	1078
5045	116222146	null	1078
5046	119905189	null	1078
5047	20427581	null	1077
5048	35778081	null	1077
5049	66807004	null	1077
5050	71430128	null	1077
5051	71789571	null	1077
5052	72261061	null	1077
5053	72492057	null	1077
5054	63262191	null	1076
5055	71431553	null	1076
5056	73307763	null	1076
5057	94998213	null	1076
5058	6494003	null	1075
5059	6863085	null	1075
5060	42922201	null	1075
5061	90363985	null	1075
5062	114643019	null	1075
5063	9982548	null	1074
5064	24746732	null	1074
5065	55255305	null	1074
5066	67769244	null	1074
5067	73455976	null	1074
5068	80873557	null	1074
5069	115559572	null	1074
5070	139235181	null	1074
5071	6408835	null	1073
5072	7598897	null	1073
5073	14635944	null	1073
5074	28812386	null	1073
5075	73310630	null	1073
5076	85188747	null	1073
5077	114201046	null	1073
5078	3829348	null	1072
5079	52825741	null	1072
5080	109895656	null	1072
5081	113853598	null	1072
5082	18396615	null	1071
5083	27419756	null	1071
5084	30037658	null	1071
5085	41363415	null	1071
5086	71331982	null	1071
5087	84262189	null	1071
5088	94050461	null	1071
5089	115929917	null	1071
5090	139243276	null	1071
5091	39051686	null	1070
5092	54872106	null	1070
5093	67289271	null	1070
5094	70047919	null	1070
5095	73510433	null	1070
5096	90835810	null	1070
5097	95339043	null	1070
5098	110924848	null	1070
5099	124241614	null	1070
5100	12444658	null	1069
5101	19204592	null	1069
5102	24753253	null	1069
5103	26344939	null	1069
5104	55873506	null	1069
5105	64538226	null	1069
5106	96422453	null	1069
5107	103914837	null	1069
5108	105225691	null	1069
5109	30209257	null	1068
5110	38805082	null	1068
5111	40931675	null	1068
5112	82512078	null	1068
5113	94204449	null	1068
5114	106298556	null	1068
5115	115364436	null	1068
5116	125974904	null	1068
5117	35552672	null	1067
5118	37924818	null	1067
5119	64997820	null	1067
5120	73593459	null	1067
5121	93089529	null	1067
5122	6863691	null	1066
5123	9158065	null	1066
5124	32138373	null	1066
5125	68353673	null	1066
5126	73740195	null	1066
5127	48703549	null	1065
5128	72945061	null	1065
5129	74443498	null	1065
5130	77188518	null	1065
5131	90031277	null	1065
5132	110254656	null	1065
5133	17092897	null	1064
5134	25327520	null	1064
5135	66523381	null	1064
5136	73840276	null	1064
5137	86964726	null	1064
5138	98190874	null	1064
5139	110539336	null	1064
5140	5117966	null	1063
5141	28501190	null	1063
5142	55571788	null	1063
5143	74027368	null	1063
5144	74093870	null	1063
5145	92278515	null	1063
5146	13971379	null	1062
5147	28676143	null	1062
5148	70386964	null	1062
5149	75528215	null	1062
5150	43907773	null	1061
5151	54869207	null	1061
5152	55057667	null	1061
5153	66649605	null	1061
5154	67289247	null	1061
5155	72310106	null	1061
5156	72777772	null	1061
5157	75943164	null	1061
5158	96662960	null	1061
5159	111344795	null	1061
5160	115098669	null	1061
5161	7201567	null	1060
5162	22671001	null	1060
5163	55782415	null	1060
5164	110544961	null	1060
5165	113481989	null	1060
5166	29516597	null	1059
5167	30087224	null	1059
5168	69031850	null	1059
5169	82956641	null	1059
5170	97795184	null	1059
5171	42819723	null	1058
5172	58342788	null	1058
5173	62860259	null	1058
5174	68034644	null	1058
5175	75107475	null	1058
5176	78626643	null	1058
5177	95353728	null	1058
5178	7147816	null	1057
5179	25147565	null	1057
5180	29978591	null	1057
5181	55460274	null	1057
5182	69486627	null	1057
5183	70505551	null	1057
5184	71152422	null	1057
5185	11448041	Leancy.com	1056
5186	42159749	null	1056
5187	57823903	null	1056
5188	113314720	null	1056
5189	133608446	null	1056
5190	12658553	null	1055
5191	24889873	null	1055
5192	68123733	null	1055
5193	71491259	null	1055
5194	74310883	null	1055
5195	77012320	null	1055
5196	109488891	null	1055
5197	9849884	null	1054
5198	16390281	null	1054
5199	34137751	null	1054
5200	52358140	null	1054
5201	78578496	null	1054
5202	122903255	null	1054
5203	22550986	null	1053
5204	76192561	null	1053
5205	89845456	null	1053
5206	89846371	null	1053
5207	89848081	null	1053
5208	112333817	null	1053
5209	13813271	null	1052
5210	36719161	null	1052
5211	68214626	null	1052
5212	70327006	null	1052
5213	89861819	null	1052
5214	135548396	null	1052
5215	7205165	null	1051
5216	20391728	null	1051
5217	23977126	null	1051
5218	46762328	null	1051
5219	57053480	null	1051
5220	57599249	null	1051
5221	67886385	null	1051
5222	70591957	null	1051
5223	94826549	null	1051
5224	95038019	null	1051
5225	14026692	null	1050
5226	23188277	null	1050
5227	66667773	null	1050
5228	70141467	null	1050
5229	9055159	null	1049
5230	12720147	null	1049
5231	23584889	null	1049
5232	68312281	null	1049
5233	81295310	null	1049
5234	82105028	null	1049
5235	92749107	null	1049
5236	120627243	null	1049
5237	127545977	null	1049
5238	14257796	null	1048
5239	70737580	null	1048
5240	74590552	null	1048
5241	74888832	null	1048
5242	57161092	null	1047
5243	68698237	null	1047
5244	86718322	null	1047
5245	99768981	null	1047
5246	14960322	null	1046
5247	56427129	null	1046
5248	67500638	null	1046
5249	112493123	null	1046
5250	119255892	null	1046
5251	72494514	null	1045
5252	75106269	null	1045
5253	110938163	null	1045
5254	113203836	null	1045
5255	12015845	null	1044
5256	41300043	null	1044
5257	70962794	null	1044
5258	70967742	null	1044
5259	70968810	null	1044
5260	133353387	null	1044
5261	15002802	null	1043
5262	71073263	null	1043
5263	79035638	null	1043
5264	132259518	null	1043
5265	9246935	null	1042
5266	24870618	null	1042
5267	29400192	null	1042
5268	32040059	null	1042
5269	8634871	null	1041
5270	12471567	null	1041
5271	13713810	null	1041
5272	30109035	null	1041
5273	32139059	null	1041
5274	49060953	null	1041
5275	57736864	null	1041
5276	62313141	null	1041
5277	75367664	null	1041
5278	108747612	null	1041
5279	119905150	null	1041
5280	8842901	null	1040
5281	54620834	null	1040
5282	55987016	null	1040
5283	65673652	null	1040
5284	67363241	null	1040
5285	70694325	null	1040
5286	71284080	null	1040
5287	78325926	null	1040
5288	113031819	null	1040
5289	139817491	null	1040
5290	18257243	BitcoinVietnam.com.vn	1039
5291	22105504	null	1039
5292	55571789	null	1039
5293	63690849	null	1039
5294	67767814	null	1039
5295	80108840	null	1039
5296	86791499	null	1039
5297	25614864	null	1038
5298	81445260	null	1038
5299	92556473	null	1038
5300	9587783	null	1037
5301	14537447	null	1037
5302	20133061	null	1037
5303	45379279	null	1037
5304	87978324	null	1037
5305	88702056	null	1037
5306	93316119	null	1037
5307	32137651	null	1036
5308	32286243	null	1036
5309	45764273	null	1036
5310	75162488	null	1036
5311	77140240	null	1036
5312	78615225	null	1036
5313	2010680	null	1035
5314	3553628	null	1035
5315	14268270	null	1035
5316	17135900	null	1035
5317	19214841	null	1035
5318	66940250	null	1035
5319	118536438	null	1035
5320	131982550	null	1035
5321	18940045	null	1034
5322	24390606	null	1034
5323	72494529	null	1034
5324	89644524	null	1034
5325	112108595	null	1034
5326	26310692	null	1033
5327	71426043	null	1033
5328	77958002	null	1033
5329	81801575	null	1033
5330	86135346	null	1033
5331	6731271	null	1032
5332	6905023	null	1032
5333	10117930	null	1032
5334	47100553	null	1032
5335	77961383	null	1032
5336	88798092	null	1032
5337	110097846	null	1032
5338	6811796	null	1031
5339	16129657	null	1031
5340	34960861	null	1031
5341	40224784	null	1031
5342	45486650	null	1031
5343	59684229	null	1031
5344	91800829	null	1031
5345	99380662	null	1031
5346	130243104	null	1031
5347	28549558	null	1030
5348	90963185	null	1030
5349	92955934	null	1030
5350	53766321	null	1029
5351	76912338	null	1029
5352	77141286	null	1029
5353	86528246	null	1029
5354	91411293	null	1029
5355	111925252	null	1029
5356	8902737	null	1028
5357	77757768	null	1028
5358	92220346	null	1028
5359	119243392	null	1028
5360	29142885	null	1027
5361	36483004	null	1027
5362	55665203	null	1027
5363	66937277	null	1027
5364	69255670	null	1027
5365	69906765	null	1027
5366	75680703	null	1027
5367	116864868	null	1027
5368	15139953	null	1026
5369	25017312	null	1026
5370	28535859	null	1026
5371	58602808	null	1025
5372	67284548	null	1025
5373	67363226	null	1025
5374	75943854	null	1025
5375	79196225	null	1025
5376	88629730	null	1025
5377	92667273	null	1025
5378	106049926	null	1025
5379	118536484	null	1025
5380	22592556	null	1024
5381	23685593	null	1024
5382	67058977	null	1024
5383	72492058	null	1024
5384	76657832	null	1024
5385	79958773	null	1024
5386	86118064	null	1024
5387	4187458	null	1023
5388	29985922	null	1023
5389	34402211	null	1023
5390	71816058	null	1023
5391	76656028	null	1023
5392	85104781	null	1023
5393	6744380	null	1022
5394	15015632	null	1022
5395	16070063	null	1022
5396	18076485	null	1022
5397	61404334	null	1022
5398	64891367	null	1022
5399	106422482	null	1022
5400	26447301	null	1021
5401	30341069	null	1021
5402	46962867	null	1021
5403	90085765	null	1021
5404	90664805	null	1021
5405	99380664	null	1021
5406	105128856	null	1021
5407	114307363	null	1021
5408	8581972	null	1020
5409	11201899	null	1020
5410	31202169	null	1020
5411	39378377	null	1020
5412	59341870	null	1020
5413	61715963	null	1020
5414	65757907	null	1020
5415	72391857	null	1020
5416	105105185	null	1020
5417	22373279	null	1019
5418	33910082	null	1019
5419	63590638	null	1019
5420	76192942	null	1019
5421	86731184	null	1019
5422	89799282	null	1019
5423	137063324	null	1019
5424	40691070	null	1018
5425	76193500	null	1018
5426	77444659	null	1018
5427	81102171	null	1018
5428	94414946	null	1018
5429	118899652	null	1018
5430	6094010	null	1017
5431	18134483	null	1017
5432	64837549	null	1017
5433	67041135	null	1017
5434	75539850	null	1017
5435	76657078	null	1017
5436	5970820	null	1016
5437	14078549	null	1016
5438	21926548	null	1016
5439	53998150	null	1016
5440	66801735	null	1016
5441	78323270	null	1016
5442	110749400	null	1016
5443	7205196	null	1015
5444	27628232	null	1015
5445	65077381	null	1015
5446	67188098	null	1015
5447	126520802	null	1015
5448	3832780	null	1014
5449	8251997	null	1014
5450	65290061	null	1014
5451	79557072	null	1014
5452	98382082	null	1014
5453	103220550	null	1014
5454	112523685	null	1014
5455	112533325	null	1014
5456	60591445	null	1013
5457	66391171	null	1013
5458	67638614	null	1013
5459	74471063	null	1013
5460	88445392	null	1013
5461	105546555	null	1013
5462	9524140	null	1012
5463	48384291	null	1012
5464	48644964	null	1012
5465	78584719	null	1012
5466	90223543	null	1012
5467	108820277	null	1012
5468	10810616	null	1011
5469	134290996	null	1011
5470	56450990	null	1010
5471	67500607	null	1010
5472	71329298	null	1010
5473	74224243	null	1010
5474	106710649	null	1010
5475	6827202	null	1009
5476	26780656	null	1009
5477	112683847	null	1009
5478	115212823	null	1009
5479	5754648	null	1008
5480	28049652	null	1008
5481	35688272	null	1008
5482	67045075	null	1008
5483	67186597	null	1008
5484	89538587	null	1008
5485	108961268	null	1008
5486	3836928	null	1007
5487	35522408	null	1007
5488	69136717	null	1007
5489	71309474	null	1007
5490	74907517	null	1007
5491	94921277	null	1007
5492	4183670	null	1006
5493	67060317	null	1006
5494	74744494	null	1006
5495	114648950	null	1006
5496	14628124	null	1005
5497	51676172	null	1005
5498	67643541	null	1005
5499	67769473	null	1005
5500	70599452	null	1005
5501	75373346	null	1005
5502	89842128	null	1005
5503	129745857	null	1005
5504	6877828	null	1004
5505	6900839	null	1004
5506	23133135	null	1004
5507	23431301	null	1004
5508	29572537	null	1004
5509	31549498	null	1004
5510	49536789	null	1004
5511	75815257	null	1004
5512	76912341	null	1004
5513	96008740	null	1004
5514	110350176	null	1004
5515	116342742	null	1004
5516	139236544	null	1004
5517	16577708	null	1003
5518	24645467	null	1003
5519	59034250	null	1003
5520	63856437	null	1003
5521	70508734	null	1003
5522	70738571	null	1003
5523	71411802	null	1003
5524	72016160	null	1003
5525	75817366	null	1003
5526	116993018	null	1003
5527	1400452	null	1002
5528	19271219	null	1002
5529	22998379	null	1002
5530	25884494	null	1002
5531	27852766	null	1002
5532	69156667	null	1002
5533	87246343	null	1002
5534	107328758	null	1002
5535	730926	null	1001
5536	8092953	null	1001
5537	11909342	null	1001
5538	30888810	null	1001
5539	63186574	null	1001
5540	65276588	null	1001
5541	90131727	null	1001
5542	90198124	null	1001
5543	12917048	null	1000
5544	18874455	null	1000
5545	19477666	null	1000
5546	30997738	null	1000
5547	30998484	null	1000
5548	30999154	null	1000
5549	31000157	null	1000
5550	39438713	null	1000
5551	65427110	null	1000
5552	70696547	null	1000
5553	71599122	null	1000
5554	72144564	null	1000
5555	104804522	null	1000
5556	3234073	null	999
5557	22066293	null	999
5558	87711985	null	999
5559	43341318	null	998
5560	59257336	null	998
5561	64884463	null	998
5562	65162464	null	998
5563	69063580	null	998
5564	85794632	null	998
5565	22630696	null	997
5566	40257436	null	997
5567	64988224	null	997
5568	65277332	null	997
5569	69486912	null	997
5570	71735942	null	997
5571	71884982	null	997
5572	79957871	null	997
5573	36002087	null	996
5574	71486682	null	996
5575	89062312	null	996
5576	6641787	null	995
5577	8349130	null	995
5578	10299569	null	995
5579	23270779	null	995
5580	56647102	null	995
5581	64832942	null	995
5582	65919367	null	995
5583	66456614	null	995
5584	70029919	null	995
5585	70981547	null	995
5586	72342593	null	995
5587	95219213	null	995
5588	116996915	null	995
5589	6744398	null	994
5590	6750468	null	994
5591	22512132	null	994
5592	70872647	null	994
5593	99082903	null	994
5594	101325856	null	994
5595	105560711	null	994
5596	115507700	null	994
5597	5886206	null	993
5598	23887347	null	993
5599	26724880	null	993
5600	50379233	null	993
5601	98715760	null	993
5602	13268132	null	992
5603	15157739	null	992
5604	20955080	null	992
5605	56424640	null	992
5606	65151286	null	992
5607	68315666	null	992
5608	71077064	null	992
5609	82465219	null	992
5610	120406880	null	992
5611	17911593	SpectroCoin.com	991
5612	22440619	null	991
5613	64998263	null	991
5614	73682499	null	991
5615	83334661	null	991
5616	113459798	null	991
5617	15480768	null	990
5618	60809555	null	990
5619	65425407	null	990
5620	94090796	null	990
5621	66310475	null	989
5622	109966537	null	989
5623	119860815	null	989
5624	22479727	null	988
5625	56704393	null	988
5626	66203143	null	988
5627	66930611	null	988
5628	69246941	null	988
5629	18259256	null	987
5630	24144581	null	987
5631	58659873	null	987
5632	58851351	null	987
5633	65663851	null	987
5634	85679744	null	987
5635	120389930	null	987
5636	276791	null	986
5637	60887086	null	986
5638	68793440	null	986
5639	68878076	null	986
5640	70388060	null	986
5641	11928212	null	985
5642	28975838	null	985
5643	46815631	null	985
5644	65557894	null	985
5645	69002738	null	985
5646	82926893	null	985
5647	88474838	null	985
5648	129434179	null	985
5649	5691683	null	984
5650	14457433	null	984
5651	27225204	null	984
5652	40079085	null	984
5653	53673549	null	984
5654	61329783	null	984
5655	82369137	null	984
5656	97321483	null	984
5657	3578327	null	983
5658	24160335	null	983
5659	35967765	null	983
5660	59380029	null	983
5661	60588782	null	983
5662	66049918	null	983
5663	69535460	null	983
5664	99568293	null	983
5665	9905218	null	982
5666	15263879	null	982
5667	55215404	null	982
5668	59855630	null	982
5669	87966204	null	982
5670	14473052	null	981
5671	39073105	null	981
5672	63399991	null	981
5673	65556923	null	981
5674	69357950	null	981
5675	3808224	null	980
5676	65658738	null	980
5677	134646148	null	980
5678	135374763	null	980
5679	16271184	null	979
5680	35276021	null	979
5681	61876298	null	979
5682	68218528	null	979
5683	68691334	null	979
5684	88272849	null	979
5685	134142693	null	979
5686	6352846	null	978
5687	6483653	null	978
5688	15779391	null	978
5689	30565445	null	978
5690	58347032	null	978
5691	66048682	null	978
5692	80730714	null	978
5693	46761413	null	977
5694	59098765	null	977
5695	62337819	null	977
5696	66201837	null	977
5697	66647963	null	977
5698	70312183	null	977
5699	74474309	null	977
5700	83261226	null	977
5701	97151514	null	977
5702	113721468	null	977
5703	124531281	null	977
5704	138189641	null	977
5705	9873828	null	976
5706	37824646	null	976
5707	120667106	null	976
5708	134297043	null	976
5709	10012612	null	975
5710	10436946	null	975
5711	20706440	null	975
5712	28928718	null	975
5713	41185936	null	975
5714	70153237	null	975
5715	81245705	null	975
5716	120879836	null	975
5717	5720031	null	974
5718	24308731	null	974
5719	39793875	null	974
5720	40537557	null	974
5721	59087513	null	974
5722	63821405	null	974
5723	69895169	null	974
5724	109139983	null	974
5725	118881479	null	974
5726	7229752	null	973
5727	18667960	null	973
5728	40822021	null	973
5729	66300495	null	973
5730	68257696	null	973
5731	29503728	null	972
5732	30125945	null	972
5733	60107213	null	972
5734	62781541	null	972
5735	63346843	null	972
5736	66634184	null	972
5737	104236439	null	972
5738	118300645	null	972
5739	122104687	null	972
5740	15418038	null	971
5741	60571424	null	971
5742	68778052	null	971
5743	69698350	null	971
5744	70378707	null	971
5745	81011171	null	971
5746	83118854	null	971
5747	84910362	null	971
5748	99801056	null	971
5749	114427161	null	971
5750	119404832	null	971
5751	3849008	null	970
5752	80727154	null	970
5753	86773894	null	970
5754	104028158	null	970
5755	8403940	null	969
5756	12542272	null	969
5757	14959882	null	969
5758	17469331	null	969
5759	23791040	null	969
5760	29272405	null	969
5761	30323686	null	969
5762	39697605	null	969
5763	70746592	null	969
5764	71028096	null	969
5765	83026319	null	969
5766	85526601	null	969
5767	86330547	null	969
5768	101718606	null	969
5769	105879032	null	969
5770	115410447	null	969
5771	120408904	null	969
5772	8770270	null	968
5773	11332334	null	968
5774	30962703	null	968
5775	40492187	null	968
5776	58753383	null	968
5777	65910558	null	968
5778	92961941	null	968
5779	25953058	null	967
5780	35967796	null	967
5781	35974855	null	967
5782	59736578	null	967
5783	60695833	null	967
5784	61607000	null	967
5785	66450403	null	967
5786	68125306	null	967
5787	87492140	null	967
5788	97797542	null	967
5789	9933892	null	966
5790	60396359	null	966
5791	60447977	null	966
5792	6836521	null	965
5793	54815542	null	965
5794	55873491	null	965
5795	56524772	null	965
5796	58943101	null	965
5797	98937911	null	965
5798	124916219	null	965
5799	7205239	null	964
5800	16072952	null	964
5801	29996520	null	964
5802	39676334	null	964
5803	57835049	null	964
5804	59469425	null	964
5805	60014375	null	964
5806	60210543	null	964
5807	87761801	null	964
5808	96681348	null	964
5809	118991317	null	964
5810	5737007	null	963
5811	39133376	null	963
5812	40261295	null	963
5813	48087465	null	963
5814	60672433	null	963
5815	66520547	null	963
5816	66521630	null	963
5817	91139695	null	963
5818	103211198	null	963
5819	108376296	null	963
5820	135160691	null	963
5821	5820673	null	962
5822	7557397	null	962
5823	19383053	null	962
5824	49295015	null	962
5825	67890483	null	962
5826	69760135	null	962
5827	71814684	null	962
5828	75211967	null	962
5829	77444813	null	962
5830	80192320	null	962
5831	100886082	null	962
5832	104390949	null	962
5833	13162192	null	961
5834	61206765	null	961
5835	70517728	null	961
5836	71915511	null	961
5837	83864504	null	961
5838	97962161	null	961
5839	11757493	null	960
5840	12275991	null	960
5841	15746134	null	960
5842	21052989	Cryptonit.net	960
5843	26741014	null	960
5844	30095167	null	960
5845	65756918	null	960
5846	77958154	null	960
5847	81654197	null	960
5848	118501517	null	960
5849	13579449	null	959
5850	46730655	null	959
5851	22673437	null	958
5852	66796977	null	958
5853	70562514	null	958
5854	77758414	null	958
5855	83600884	null	958
5856	116912483	null	958
5857	120407780	null	958
5858	5935473	null	957
5859	11332058	null	957
5860	72046371	null	957
5861	80023698	null	957
5862	66636759	null	956
5863	115584933	null	956
5864	41095139	null	955
5865	58463986	null	955
5866	61329772	null	955
5867	66914238	null	955
5868	71769851	null	955
5869	80457397	null	955
5870	85133397	null	955
5871	267029	null	954
5872	15070649	UpDown.BT	954
5873	34265981	null	954
5874	51111484	null	954
5875	58084023	null	954
5876	63690853	null	954
5877	68040631	null	954
5878	70605242	null	954
5879	70713248	null	954
5880	86972681	null	954
5881	120412690	null	954
5882	9892189	null	953
5883	49439903	null	953
5884	63763973	null	953
5885	75106280	null	953
5886	86323515	null	953
5887	87130389	null	953
5888	30448339	null	952
5889	32893774	null	952
5890	57156133	null	952
5891	72153092	null	952
5892	98725519	null	952
5893	108370991	null	952
5894	129019988	null	952
5895	130364645	null	952
5896	69129417	null	951
5897	70173191	null	951
5898	84262185	null	951
5899	95232353	null	951
5900	118986194	null	951
5901	5508497	null	950
5902	9788669	null	950
5903	28501698	null	950
5904	40141831	null	950
5905	61030201	null	950
5906	63979201	null	950
5907	85526586	null	950
5908	86581840	null	950
5909	116995004	null	950
5910	122717221	null	950
5911	125647803	null	950
5912	354875	null	949
5913	6979077	null	949
5914	63509767	null	949
5915	69937693	null	949
5916	71491249	null	949
5917	71613115	null	949
5918	78323273	null	949
5919	84581325	null	949
5920	87456006	null	949
5921	93797167	null	949
5922	5490151	null	948
5923	5505033	null	948
5924	6027904	null	948
5925	58606548	null	948
5926	67039620	null	948
5927	81939572	null	948
5928	105536683	null	948
5929	108704063	null	948
5930	111460681	null	948
5931	114425606	null	948
5932	60804167	null	947
5933	65591912	null	947
5934	68310399	null	947
5935	100362403	null	947
5936	107973983	null	947
5937	110441914	null	947
5938	724695	null	946
5939	3043699	null	946
5940	17296511	null	946
5941	21547058	Exchange-Credit.ru	946
5942	28405563	null	946
5943	82114708	null	946
5944	97417900	null	946
5945	23917484	null	945
5946	28952301	null	945
5947	57762258	null	945
5948	69066795	null	945
5949	69910309	null	945
5950	97969762	null	945
5951	107861539	null	945
5952	118988626	null	945
5953	6553540	null	944
5954	6761422	null	944
5955	6935111	null	944
5956	33206744	null	944
5957	34480545	null	944
5958	71417191	null	944
5959	104371534	null	944
5960	107098475	null	944
5961	550656	null	943
5962	15004409	null	943
5963	29300275	null	943
5964	32568781	null	943
5965	38944820	null	943
5966	58232494	null	943
5967	62022365	null	943
5968	87525382	null	943
5969	107120975	null	943
5970	6848340	null	942
5971	7201539	null	942
5972	20063999	null	942
5973	29541381	null	942
5974	32039575	null	942
5975	35468329	null	942
5976	39750540	null	942
5977	55998188	null	942
5978	61492412	null	942
5979	30173442	null	941
5980	61727703	null	941
5981	71320613	null	941
5982	86600205	null	941
5983	106075946	null	941
5984	136643578	null	941
5985	7205229	null	940
5986	23568751	null	940
5987	37056320	null	940
5988	41767527	null	940
5989	64238128	null	940
5990	71322990	null	940
5991	113883836	null	940
5992	27801550	null	939
5993	58177165	null	939
5994	67141978	null	939
5995	71488684	null	939
5996	98561759	null	939
5997	22278684	null	938
5998	32462960	null	938
5999	38095608	null	938
6000	68449154	null	938
6001	71415291	null	938
6002	77616990	null	938
6003	85523976	null	938
6004	119223892	null	938
6005	55326878	null	937
6006	71609577	null	937
6007	83598784	null	937
6008	89818936	null	937
6009	97370447	null	937
6010	119920314	null	937
6011	122208575	null	937
6012	126622585	null	937
6013	17351651	null	936
6014	20452805	null	936
6015	40972098	null	936
6016	41199928	null	936
6017	57962444	null	936
6018	81259807	null	936
6019	113882565	null	936
6020	121378253	null	936
6021	26927815	null	935
6022	4674022	null	934
6023	62180615	null	934
6024	62859169	null	934
6025	64535875	null	934
6026	88622086	null	934
6027	72044367	null	933
6028	84587415	null	933
6029	88458426	null	933
6030	92542725	null	933
6031	98370357	null	933
6032	133898751	null	933
6033	13783795	null	932
6034	20010715	null	932
6035	21516991	null	932
6036	26365620	null	932
6037	63265825	null	932
6038	92051753	null	932
6039	96002726	null	932
6040	6892933	null	931
6041	22823172	null	931
6042	54602090	null	931
6043	57723363	null	931
6044	118149056	null	931
6045	12913658	null	930
6046	17736705	BabylonMarket	930
6047	32659597	null	930
6048	46496156	null	930
6049	71740038	null	930
6050	96687938	null	930
6051	115577995	null	930
6052	44180375	null	929
6053	57259842	null	929
6054	57468917	null	929
6055	67928393	null	929
6056	90191561	null	929
6057	29358788	null	928
6058	58146456	null	928
6059	62107944	null	928
6060	64372108	null	928
6061	72150842	null	928
6062	109788055	null	928
6063	15951505	null	927
6064	43375149	null	927
6065	62671499	null	927
6066	71889108	null	927
6067	72242309	null	927
6068	84938025	null	927
6069	24447235	null	926
6070	31987905	null	926
6071	60284112	null	926
6072	64597371	null	926
6073	106990197	null	926
6074	107814307	null	926
6075	115752247	null	926
6076	119432918	null	926
6077	124849712	null	926
6078	3578326	null	925
6079	6709302	null	925
6080	12844271	null	925
6081	13253764	null	925
6082	27176439	null	925
